date,mean_light,median_light,sum_light,std_light,min_light,max_light,TAT_250_MEDI,TAT_2500_lux,Light_M10,Light_M10_Start,Light_L5,Light_L5_Start
17/12/2024,0.806645085,0.805500858,2323.137845,0.738003866,0,2.566643689,0,0,2.109896437,17/12/2024 12:02,0,18/12/2024 06:09
18/12/2024,0.912455737,0.919862254,2408.883145,0.809537237,0,3.016598828,19,0,1.803178307,18/12/2024 14:05,0.335489858,19/12/2024 07:31
19/12/2024,1.226996616,1.214843848,2477.306168,0.578192975,0,2.945219853,4,0,1.505853302,19/12/2024 12:10,0,20/12/2024 06:22
20/12/2024,0.855410724,0.919862254,2463.582885,0.705899113,0,3.467335754,2,0.5,1.507653513,20/12/2024 11:59,0,21/12/2024 04:13
21/12/2024,1.175487999,0.877659244,3385.405436,1.225750283,0,4.881938557,194,46.5,3.658320542,21/12/2024 11:59,0,22/12/2024 06:39
22/12/2024,0.629701609,0,1813.540633,0.908026084,0,3.798462802,38,3.5,2.210254658,22/12/2024 12:00,0,23/12/2024 03:36
23/12/2024,0.937068385,0.333447274,2698.756948,1.098419659,0,4.305376738,136.5,18,3.343852063,23/12/2024 12:03,0,24/12/2024 04:25
24/12/2024,0.954708585,0.749736316,2749.560725,1.015748627,0,3.589377608,90,4.5,2.259001895,24/12/2024 12:00,0,25/12/2024 03:59
25/12/2024,0.949015145,0.976349933,2733.163618,0.881058309,0,3.719848154,28.5,4.5,2.047776636,25/12/2024 15:19,0,26/12/2024 04:16
26/12/2024,1.020857954,0.778513012,2940.070907,1.083218823,0,4.423040314,160.5,17,2.458869235,26/12/2024 12:52,0,27/12/2024 05:04
27/12/2024,0.726555823,0.46612587,2092.480771,0.831958322,0,4.055615294,44,2.5,2.120284242,27/12/2024 12:38,0,28/12/2024 02:39
28/12/2024,0.534663259,0,1539.830187,0.805729772,0,4.069056547,46.5,9,1.764243939,28/12/2024 12:07,0,29/12/2024 03:00
29/12/2024,0.70364627,0.404833717,2026.501257,0.849576107,0,3.891125826,55,9,2.145599031,29/12/2024 12:02,0,30/12/2024 04:52
30/12/2024,1.057177623,0.702329212,3044.671555,1.170458279,0,4.305376738,203,37.5,2.768762405,30/12/2024 12:41,0,31/12/2024 04:34
31/12/2024,0.932365715,0.899273187,2685.213259,0.85916561,0,4.115078383,7.5,1,1.7102642,31/12/2024 15:14,0,01/01/2025 06:01
01/01/2025,0.755607837,0.333447274,2176.150572,0.886983445,0,3.165997676,31,0,2.512421458,01/01/2025 12:07,0,02/01/2025 04:09
02/01/2025,0.783226562,0,1221.833436,0.899540073,0,2.6259038,0,0,2.929970385,03/01/2025 09:00,1.506071171,02/01/2025 17:56
03/01/2025,,1.452323217,,,,3.109024781,59.5,0,1.958475733,03/01/2025 12:15,0,04/01/2025 05:31
04/01/2025,0.977939117,0,2816.464657,1.272561527,0,5.028113946,241.5,75.5,3.400982304,04/01/2025 13:15,0,05/01/2025 03:26
05/01/2025,1.138758585,1.298088569,3279.624724,0.975023337,0,3.608408352,84.5,3,2.241861821,05/01/2025 12:59,0,06/01/2025 06:03
06/01/2025,0.806947394,0.685741739,2324.008494,0.803424443,0,3.093397168,7,0,1.814449151,06/01/2025 14:13,0,07/01/2025 03:50
07/01/2025,1.005296182,1.234770295,2895.253005,0.751560992,0,2.831613855,6,0,2.032469736,07/01/2025 12:34,0,08/01/2025 04:49
08/01/2025,0.898912984,0.993656629,2588.869393,0.769099781,0,2.684311138,0,0,1.875548019,08/01/2025 12:04,0,09/01/2025 04:15
09/01/2025,0.807145221,0.685741739,2324.578235,0.788627221,0,2.95255509,1,0,2.192169944,09/01/2025 12:04,0,10/01/2025 03:08
10/01/2025,0.867417993,0.8309093,2498.163821,0.826646865,0,3.158865861,11,0,2.080052747,10/01/2025 12:00,0,11/01/2025 04:07
11/01/2025,0.652932705,0,1880.446192,0.916518056,0,3.349681515,45,0,2.108210788,11/01/2025 14:27,0,12/01/2025 04:17
12/01/2025,1.049873906,0.46612587,3023.636849,1.255820751,0,4.528592014,260.5,70.5,3.528500305,12/01/2025 12:00,0,13/01/2025 02:47
13/01/2025,0.90354251,0.958324932,2602.20243,0.813104674,0,3.146394735,3,0,1.62005025,13/01/2025 13:56,0,14/01/2025 03:45
14/01/2025,0.966512087,0.958324932,2783.554809,0.891618911,0,3.398079829,43,0.5,2.198876927,14/01/2025 11:59,0,15/01/2025 03:59
15/01/2025,0.968849161,1.09187792,2790.285585,0.832858254,0,3.84616633,10,1.5,1.956660427,15/01/2025 11:59,0,16/01/2025 04:17
16/01/2025,0.920461952,1.041787319,2650.930421,0.834908635,0,3.079420042,4,0,2.012981283,16/01/2025 12:06,0,17/01/2025 03:53
17/01/2025,0.821748383,0.404833717,2366.635342,0.905052949,0,3.42798244,13,1,1.605253955,17/01/2025 15:36,0,18/01/2025 02:42
18/01/2025,0.93375721,0.46612587,2689.220766,1.089268179,0,4.500684264,152.5,16,2.850520973,18/01/2025 11:59,0,19/01/2025 04:47
19/01/2025,0.805634893,0.649821463,2320.228493,0.852460836,0,3.513169639,25,1,3.262574478,19/01/2025 11:59,0,20/01/2025 04:28
20/01/2025,0.953689806,1.06392981,2746.626641,0.847678528,0,2.955529009,7.5,0,2.007320533,20/01/2025 11:59,0,21/01/2025 03:33
21/01/2025,0.902978065,0.976349933,2600.576827,0.838714123,0,2.759694279,1.5,0,2.038162978,21/01/2025 11:59,0,22/01/2025 05:31
22/01/2025,0.832414515,0.685741739,2397.353804,0.834759449,0,3.670772626,8.5,1,2.114298589,22/01/2025 12:00,0,23/01/2025 03:16
23/01/2025,0.935840684,0.948922092,2695.22117,0.897920393,0,2.899664588,1,0,2.01376836,23/01/2025 13:03,0,24/01/2025 03:48
24/01/2025,0.750714381,0.369140496,2162.057419,0.831832756,0,3.57342167,8,0.5,2.208151674,24/01/2025 12:14,0,25/01/2025 02:56
25/01/2025,0.841572856,0.247973266,2423.729824,0.992336563,0,3.540792309,63.5,1.5,2.502893717,25/01/2025 12:41,0,26/01/2025 05:26
26/01/2025,0.951829433,0.46612587,2741.268766,1.068502538,0,4.5352341,79,22.5,2.936882041,26/01/2025 12:50,0,27/01/2025 02:57
27/01/2025,0.999902499,1.098643726,2879.719198,0.869981553,0,2.922839594,2,0,1.907153196,27/01/2025 12:01,1.48E-18,28/01/2025 04:31
28/01/2025,0.875634115,0.718916686,2521.82625,0.892868598,0,4.175573271,11.5,2.5,2.063445953,28/01/2025 11:59,0,29/01/2025 04:13
29/01/2025,0.904014532,0.778513012,2603.561853,0.955792557,0,4.718279253,68.5,21,3.162783817,29/01/2025 12:40,0,30/01/2025 03:22
30/01/2025,0.834951054,0.649821463,2404.659034,0.825234756,0,3.028347542,8.5,0,1.881662835,30/01/2025 12:00,0.004211202,31/01/2025 04:32
31/01/2025,0.779843704,0.404833717,1590.881156,0.833366902,0,2.632188939,0,0,1.91389022,31/01/2025 12:00,0,31/01/2025 21:40
